127.0.0.1 - - [15/Jan/2026:18:57:23 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:54:00 +0900] "GET /testProj/member/MemberDetail?id=test2 HTTP/1.1" 200 845
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:54:00 +0900] "GET /testProj/up/null HTTP/1.1" 404 832
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:54:01 +0900] "GET /testProj/member/MemberDelete?id=test2 HTTP/1.1" 200 198
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:54:02 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1584
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:54:05 +0900] "GET /testProj/member/MemberInsertForm HTTP/1.1" 200 944
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:54:28 +0900] "POST /testProj/member/MemberInsertReg HTTP/1.1" 200 209
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:54:30 +0900] "GET /testProj/member/MemberDetail?id=test2 HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:54:30 +0900] "GET /testProj/up/null HTTP/1.1" 404 832
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:55:27 +0900] "GET /testProj/member/MemberDelete?id=test2 HTTP/1.1" 200 198
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:55:28 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1584
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:55:29 +0900] "GET /testProj/member/MemberInsertForm HTTP/1.1" 200 944
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:55:43 +0900] "POST /testProj/member/MemberInsertReg HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:55:44 +0900] "GET /testProj/member/MemberDetail?id=null HTTP/1.1" 500 3044
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:57:51 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1584
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:57:52 +0900] "GET /testProj/member/MemberDetail?id=123987tt HTTP/1.1" 200 855
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:57:52 +0900] "GET /testProj/up/null HTTP/1.1" 404 832
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:57:54 +0900] "GET /testProj/member/MemberDelete?id=123987tt HTTP/1.1" 200 198
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:57:55 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1233
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:57:56 +0900] "GET /testProj/member/MemberInsertForm HTTP/1.1" 200 944
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:58:09 +0900] "POST /testProj/member/MemberInsertReg HTTP/1.1" 200 209
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:58:10 +0900] "GET /testProj/member/MemberDetail?id=test2 HTTP/1.1" 200 863
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:58:10 +0900] "GET /testProj/up/null HTTP/1.1" 404 832
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:59:41 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1609
0:0:0:0:0:0:0:1 - - [15/Jan/2026:20:59:42 +0900] "GET /testProj/member/MemberInsertForm HTTP/1.1" 200 944
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:00:02 +0900] "POST /testProj/member/MemberInsertReg HTTP/1.1" 200 212
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:00:03 +0900] "GET /testProj/member/MemberDetail?id=123987tt HTTP/1.1" 200 872
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:00:03 +0900] "GET /testProj/up/null HTTP/1.1" 404 832
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:00:22 +0900] "GET /testProj/member/MemberModifyForm?id=123987tt HTTP/1.1" 200 1171
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:00:22 +0900] "GET /testProj/up/null HTTP/1.1" 404 832
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:00:24 +0900] "GET /testProj/member/MemberDetail?id=123987tt HTTP/1.1" 200 872
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:00:24 +0900] "GET /testProj/up/null HTTP/1.1" 404 832
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:00:25 +0900] "GET /testProj/member/MemberDelete?id=123987tt HTTP/1.1" 200 198
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:00:26 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1609
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:00:27 +0900] "GET /testProj/member/MemberDetail?id=test1 HTTP/1.1" 200 862
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:00:27 +0900] "GET /testProj/up/asdf.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:00:28 +0900] "GET /testProj/member/MemberDelete?id=test1 HTTP/1.1" 200 198
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:00:28 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1235
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:00:37 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1621
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:00:38 +0900] "GET /testProj/member/MemberDetail?id=test1 HTTP/1.1" 200 868
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:00:38 +0900] "GET /testProj/up/%EA%B3%A0%EC%96%91%EC%9D%B41.jpg HTTP/1.1" 404 860
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:01:17 +0900] "GET /testProj/member/MemberDetail?id=test1 HTTP/1.1" 200 868
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:01:17 +0900] "GET /testProj/up/%EA%B3%A0%EC%96%91%EC%9D%B41.jpg HTTP/1.1" 404 860
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:01:19 +0900] "GET /testProj/member/MemberDetail?id=test1 HTTP/1.1" 200 868
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:01:19 +0900] "GET /testProj/up/%EA%B3%A0%EC%96%91%EC%9D%B41.jpg HTTP/1.1" 404 860
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:01:21 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1621
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:01:21 +0900] "GET /testProj/member/MemberDetail?id=test1 HTTP/1.1" 200 868
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:01:22 +0900] "GET /testProj/up/%EA%B3%A0%EC%96%91%EC%9D%B41.jpg HTTP/1.1" 404 860
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:01:29 +0900] "GET /testProj/member/MemberDetail?id=test1 HTTP/1.1" 200 868
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:01:29 +0900] "GET /testProj/up/%EA%B3%A0%EC%96%91%EC%9D%B41.jpg HTTP/1.1" 404 860
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:01:37 +0900] "GET /testProj/member/MemberDetail?id=test1 HTTP/1.1" 200 868
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:01:37 +0900] "GET /testProj/up/%EA%B3%A0%EC%96%91%EC%9D%B41.jpg HTTP/1.1" 404 860
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:01:42 +0900] "GET /testProj/member/MemberDetail?id=test1 HTTP/1.1" 200 882
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:01:42 +0900] "GET /testProj/up/%EA%B3%A0%EC%96%91%EC%9D%B41.jpg HTTP/1.1" 404 860
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:01:45 +0900] "GET /testProj/member/MemberDetail?id=test3 HTTP/1.1" 200 917
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:01:47 +0900] "GET /testProj/member/MemberDetail?id=test1 HTTP/1.1" 200 882
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:01:47 +0900] "GET /testProj/up/%EA%B3%A0%EC%96%91%EC%9D%B41.jpg HTTP/1.1" 404 860
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:02:09 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 2005
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:02:10 +0900] "GET /testProj/member/MemberDetail?id=test1 HTTP/1.1" 200 880
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:02:10 +0900] "GET /testProj/up/%EA%B3%A0%EC%96%91%EC%9D%B4.jpg HTTP/1.1" 200 8822403
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:02:13 +0900] "GET /testProj/member/MemberDelete?id=test1 HTTP/1.1" 200 198
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:02:14 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1235
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:02:25 +0900] "GET /testProj/member/MemberDetail?id=test2 HTTP/1.1" 200 867
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:02:25 +0900] "GET /testProj/up/null HTTP/1.1" 404 832
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:02:27 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1235
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:02:28 +0900] "GET /testProj/member/MemberDetail?id=test3 HTTP/1.1" 200 917
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:02:30 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1235
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:02:51 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1619
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:02:52 +0900] "GET /testProj/member/MemberDetail?id=test1 HTTP/1.1" 200 880
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:02:52 +0900] "GET /testProj/up/%EA%B3%A0%EC%96%91%EC%9D%B4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:03:31 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1619
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:03:32 +0900] "GET /testProj/member/MemberInsertForm HTTP/1.1" 200 944
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:03:51 +0900] "POST /testProj/member/MemberInsertReg HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:03:52 +0900] "GET /testProj/member/MemberDetail?id=test21 HTTP/1.1" 200 867
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:03:52 +0900] "GET /testProj/up/null HTTP/1.1" 404 832
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:03:53 +0900] "GET /testProj/member/MemberDelete?id=test21 HTTP/1.1" 200 198
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:03:54 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1619
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:04:44 +0900] "GET /testProj/member/MemberInsertForm HTTP/1.1" 200 944
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:05:00 +0900] "POST /testProj/member/MemberInsertReg HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:05:02 +0900] "GET /testProj/member/MemberDetail?id=test21 HTTP/1.1" 200 872
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:05:02 +0900] "GET /testProj/up/null HTTP/1.1" 404 832
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:06:02 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 2002
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:06:03 +0900] "GET /testProj/member/MemberDetail?id=test21 HTTP/1.1" 200 872
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:06:03 +0900] "GET /testProj/up/null HTTP/1.1" 404 832
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:06:04 +0900] "GET /testProj/member/MemberDelete?id=test21 HTTP/1.1" 200 198
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:06:05 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1619
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:06:08 +0900] "GET /testProj/member/MemberInsertForm HTTP/1.1" 200 974
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:06:22 +0900] "POST /testProj/member/MemberInsertReg HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:06:23 +0900] "GET /testProj/member/MemberDetail?id=test21 HTTP/1.1" 200 923
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:06:23 +0900] "GET /testProj/up/KakaoTalk_20260107_223050641.jpg HTTP/1.1" 404 860
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:06:27 +0900] "GET /testProj/member/MemberDetail?id=test21 HTTP/1.1" 200 923
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:06:27 +0900] "GET /testProj/up/KakaoTalk_20260107_223050641.jpg HTTP/1.1" 404 860
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:06:29 +0900] "GET /testProj/member/MemberDetail?id=test21 HTTP/1.1" 200 923
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:06:29 +0900] "GET /testProj/up/KakaoTalk_20260107_223050641.jpg HTTP/1.1" 200 75033
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:06:57 +0900] "GET /testProj/member/MemberDelete?id=test21 HTTP/1.1" 200 198
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:06:59 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1619
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:07:49 +0900] "GET /testProj/member/MemberInsertForm HTTP/1.1" 200 974
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:08:04 +0900] "POST /testProj/member/MemberInsertReg HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:08:05 +0900] "GET /testProj/member/MemberDetail?id=null HTTP/1.1" 500 3044
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:08:12 +0900] "GET /testProj/member/MemberDetail?id=null HTTP/1.1" 500 3044
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:08:14 +0900] "POST /testProj/member/MemberInsertReg HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:08:15 +0900] "GET /testProj/member/MemberDetail?id=null HTTP/1.1" 500 3044
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:08:23 +0900] "POST /testProj/member/MemberInsertReg HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:08:24 +0900] "GET /testProj/member/MemberDetail?id=null HTTP/1.1" 500 3044
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:08:53 +0900] "POST /testProj/member/MemberInsertReg HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:08:54 +0900] "GET /testProj/member/MemberDetail?id=null HTTP/1.1" 500 3044
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:10:08 +0900] "POST /testProj/member/MemberInsertReg HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:10:09 +0900] "GET /testProj/member/MemberDetail?id=null HTTP/1.1" 500 3044
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:10:27 +0900] "POST /testProj/member/MemberInsertReg HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:10:28 +0900] "GET /testProj/member/MemberDetail?id=null HTTP/1.1" 500 3044
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:13:24 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1619
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:13:25 +0900] "GET /testProj/member/MemberInsertForm HTTP/1.1" 200 974
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:13:39 +0900] "POST /testProj/member/MemberInsertReg HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:13:40 +0900] "GET /testProj/member/MemberDetail?id=null HTTP/1.1" 500 3044
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:15:52 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1619
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:15:53 +0900] "GET /testProj/member/MemberDetail?id=test3 HTTP/1.1" 200 917
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:15:56 +0900] "GET /testProj/member/MemberModifyForm?id=test3 HTTP/1.1" 200 1176
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:16:01 +0900] "POST /testProj/member/MemberModifyReg?id= HTTP/1.1" 200 209
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:16:02 +0900] "GET /testProj/member/MemberDetail?id=test3 HTTP/1.1" 200 913
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:16:46 +0900] "GET /testProj/member/MemberModifyForm?id=test3 HTTP/1.1" 200 1172
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:16:52 +0900] "POST /testProj/member/MemberModifyReg?id= HTTP/1.1" 200 209
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:16:54 +0900] "GET /testProj/member/MemberDetail?id=test3 HTTP/1.1" 200 926
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:16:56 +0900] "GET /testProj/member/MemberModifyForm?id=test3 HTTP/1.1" 200 1185
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:17:00 +0900] "POST /testProj/member/MemberModifyReg?id= HTTP/1.1" 200 209
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:17:01 +0900] "GET /testProj/member/MemberDetail?id=test3 HTTP/1.1" 200 930
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:17:03 +0900] "GET /testProj/member/MemberList HTTP/1.1" 200 1645
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:17:04 +0900] "GET /testProj/member/MemberInsertForm HTTP/1.1" 200 974
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:17:17 +0900] "POST /testProj/member/MemberInsertReg HTTP/1.1" 200 212
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:17:18 +0900] "GET /testProj/member/MemberDetail?id=123987tt HTTP/1.1" 200 931
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:17:18 +0900] "GET /testProj/up/KakaoTalk_20260107_223030167.jpg HTTP/1.1" 404 860
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:17:21 +0900] "GET /testProj/member/MemberDetail?id=123987tt HTTP/1.1" 200 931
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:17:21 +0900] "GET /testProj/up/KakaoTalk_20260107_223030167.jpg HTTP/1.1" 404 860
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:17:21 +0900] "GET /testProj/member/MemberDetail?id=123987tt HTTP/1.1" 200 931
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:17:21 +0900] "GET /testProj/up/KakaoTalk_20260107_223030167.jpg HTTP/1.1" 404 860
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:17:21 +0900] "GET /testProj/member/MemberDetail?id=123987tt HTTP/1.1" 200 931
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:17:21 +0900] "GET /testProj/up/KakaoTalk_20260107_223030167.jpg HTTP/1.1" 404 860
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:17:22 +0900] "GET /testProj/member/MemberDetail?id=123987tt HTTP/1.1" 200 931
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:17:22 +0900] "GET /testProj/up/KakaoTalk_20260107_223030167.jpg HTTP/1.1" 404 860
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:17:22 +0900] "GET /testProj/member/MemberDetail?id=123987tt HTTP/1.1" 200 931
0:0:0:0:0:0:0:1 - - [15/Jan/2026:21:17:22 +0900] "GET /testProj/up/KakaoTalk_20260107_223030167.jpg HTTP/1.1" 404 860
